Federal Provider Number,Provider Name,Provider City,Provider State,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Most Recent Health Inspection More Than 2 Years Ago,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,Latitude,Adjusted Total Nurse Staffing Hours per Resident per Day,Longitude
445135,GOLDEN LIVINGCENTER - WINDWOOD,CLINTON,TN,37716,Anderson,For profit - Corporation,120,109,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,136.5,1,5,2,$142383.00,0,2,"220 LONGMIRE RD
CLINTON, TN 37716
(36.121584, -84.121476)",09/01/2016,36.121584,3.08353,-84.121476
445216,RAINTREE MANOR,MC MINNVILLE,TN,37110,Warren,For profit - Partnership,140,102,Medicare and Medicaid,False,False,Yes,5.0,5.0,2.0,3.0,8.0,0,1,0,$0.00,0,0,"415 PACE STREET
MC MINNVILLE, TN 37110
(35.703922, -85.756297)",09/01/2016,35.703922,3.24115,-85.756297
445160,MAYFIELD REHABILITATION CENTER,SMYRNA,TN,37167,Rutherford,For profit - Corporation,125,96,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,19.333,1,5,1,$69518.00,1,2,"200 MAYFIELD DRIVE
SMYRNA, TN 37167
(35.977547, -86.508508)",09/01/2016,35.977547,3.98774,-86.508508
445215,"HERITAGE CENTER, THE",MORRISTOWN,TN,37814,Hamblen,For profit - Corporation,197,154,Medicare and Medicaid,False,False,Yes,4.0,5.0,2.0,2.0,4.667,0,1,0,$0.00,0,0,"1026 MCFARLAND STREET
MORRISTOWN, TN 37814
(36.216156, -83.305442)",09/01/2016,36.216156,3.44789,-83.305442
445130,"NHC HEALTHCARE, SPARTA",SPARTA,TN,38583,White,For profit - Partnership,105,74,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,2.0,21.333,0,0,0,$0.00,0,0,"34 GRACEY ST
SPARTA, TN 38583
(35.924956, -85.459559)",09/01/2016,35.924956,4.2167,-85.459559
445129,FORT SANDERS SEVIER NURSING HOME,SEVIERVILLE,TN,37862,Sevier,Non profit - Corporation,54,37,Medicare and Medicaid,True,False,Yes,2.0,1.0,4.0,5.0,148.5,0,0,0,$0.00,0,0,"731 MIDDLE CREEK RD
SEVIERVILLE, TN 37862
(35.853978, -83.537089)",09/01/2016,35.853978,4.3611,-83.537089
445189,KIRBY PINES MANOR,MEMPHIS,TN,38115,Shelby,Non profit - Corporation,38,32,Medicare,False,False,Yes,2.0,2.0,3.0,3.0,38.667,0,1,0,$0.00,0,0,"3535 KIRBY ROAD
MEMPHIS, TN 38115
(35.053449, -89.84858)",09/01/2016,35.053449,4.12763,-89.84858
445207,"WEXFORD HOUSE, THE",KINGSPORT,TN,37660,Sullivan,Non profit - Corporation,174,161,Medicare and Medicaid,False,False,Yes,5.0,4.0,2.0,2.0,14.667,1,4,0,$0.00,0,0,"2421 JOHN B DENNIS HIGHWAY
KINGSPORT, TN 37660
(36.555599, -82.507078)",09/01/2016,36.555599,3.65448,-82.507078
445117,"NHC HEALTHCARE, SCOTT",LAWRENCEBURG,TN,38464,Lawrence,For profit - Corporation,60,44,Medicare,False,False,Yes,4.0,4.0,4.0,5.0,12.0,0,0,0,$0.00,0,0,"2380 BUFFALO ROAD
LAWRENCEBURG, TN 38464
(35.273544, -87.341076)",09/01/2016,35.273544,3.79288,-87.341076
445214,MOUNTAIN CITY CARE & REHABILITATION CENTER,MOUNTAIN CITY,TN,37683,Johnson,For profit - Corporation,120,107,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,3.0,4.667,1,0,0,$0.00,0,0,"919 MEDICAL PARK DRIVE
MOUNTAIN CITY, TN 37683
(36.48884, -81.793763)",09/01/2016,36.48884,3.89816,-81.793763
445167,LIFE CARE CENTER OF CROSSVILLE,CROSSVILLE,TN,38555,Cumberland,For profit - Corporation,122,104,Medicare and Medicaid,False,False,Yes,2.0,1.0,1.0,2.0,128.667,0,2,1,$153693.00,1,2,"80 JUSTICE ST
CROSSVILLE, TN 38555
(35.939078, -85.036735)",09/01/2016,35.939078,3.14239,-85.036735
445115,TENNOVA LAFOLLETTE HEALTH AND REHAB CENTER,LAFOLLETTE,TN,37766,Campbell,For profit - Corporation,98,81,Medicare and Medicaid,True,False,Yes,1.0,1.0,3.0,3.0,58.667,0,1,1,$41438.00,0,1,"200 TORREY ROAD
LAFOLLETTE, TN 37766
(36.39025, -84.11302)",09/01/2016,36.39025,3.7129,-84.11302
445137,GOLDEN LIVINGCENTER - SPRINGFIELD,SPRINGFIELD,TN,37172,Robertson,For profit - Corporation,120,70,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,4.0,99.333,5,2,1,$14625.00,0,1,"104 WATSON ROAD
SPRINGFIELD, TN 37172
(36.483641, -86.891285)",09/01/2016,36.483641,3.46517,-86.891285
445173,LINCOLN DONALSON CARE CENTERS,FAYETTEVILLE,TN,37334,Lincoln,Government - County,240,156,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,4.0,77.333,0,2,1,$30225.00,0,1,"501 AMANA AVENUE
FAYETTEVILLE, TN 37334
(35.14992, -86.579012)",09/01/2016,35.14992,3.78244,-86.579012
445191,"NHC HEALTHCARE, HENDERSONVILLE",HENDERSONVILLE,TN,37075,Sumner,For profit - Corporation,122,105,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,3.0,26.667,0,2,0,$0.00,0,0,"370 OLD SHACKLE ISLAND RD
HENDERSONVILLE, TN 37075
(36.322463, -86.619804)",09/01/2016,36.322463,4.26793,-86.619804
445140,SIGNATURE HEALTHCARE OF PRIMACY,MEMPHIS,TN,38119,Shelby,For profit - Corporation,120,58,Medicare,False,False,Yes,3.0,2.0,4.0,4.0,41.333,0,2,0,$0.00,0,0,"6025 PRIMACY PARKWAY
MEMPHIS, TN 38119
(35.095405, -89.862315)",09/01/2016,35.095405,4.3763,-89.862315
445467,ALAMO NURSING AND REHABILITATION CENTER,ALAMO,TN,38001,Crockett,For profit - Corporation,121,82,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,3.0,16.0,0,0,0,$0.00,0,0,"580 W MAIN STREET
ALAMO, TN 38001
(35.785307, -89.128796)",09/01/2016,35.785307,4.19459,-89.128796
445149,SIGNATURE HEALTHCARE AT SAINT FRANCIS,MEMPHIS,TN,38119,Shelby,For profit - Corporation,197,80,Medicare and Medicaid,False,False,Yes,2.0,1.0,5.0,5.0,739.333,1,9,1,$1225900.00,1,2,"6007 PARK AVE
MEMPHIS, TN 38119
(35.099971, -89.862712)",09/01/2016,35.099971,5.4264,-89.862712
445209,SPRING CITY CARE AND REHABILITATION CENTER,SPRING CITY,TN,37381,Rhea,For profit - Corporation,138,96,Medicare and Medicaid,False,False,Yes,3.0,3.0,2.0,3.0,25.333,0,0,0,$0.00,0,0,"331 HINCH STREET
SPRING CITY, TN 37381
(35.678099, -84.868549)",09/01/2016,35.678099,3.15224,-84.868549
445127,"NHC HEALTHCARE, FRANKLIN",FRANKLIN,TN,37064,Williamson,For profit - Corporation,80,73,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,5.0,18.667,0,0,0,$0.00,0,0,"216 FAIRGROUND ST
FRANKLIN, TN 37064
(35.910106, -86.879764)",09/01/2016,35.910106,3.5953,-86.879764
445141,BRADLEY HEALTH CARE & REHAB,CLEVELAND,TN,37312,Bradley,Government - County,213,176,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,4.0,134.333,0,0,1,$6100.00,0,1,"2910 PEERLESS RD
CLEVELAND, TN 37312
(35.19149, -84.87311)",09/01/2016,35.19149,5.53083,-84.87311
445126,"NHC HEALTHCARE, SEQUATCHIE",DUNLAP,TN,37327,Sequatchie,For profit - Corporation,110,87,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,9.333,0,1,0,$0.00,0,0,"360 DELL TRAIL
DUNLAP, TN 37327
(35.379482, -85.392763)",09/01/2016,35.379482,4.2439,-85.392763
445131,BEVERLY PARK PLACE HEALTH AND REHAB,KNOXVILLE,TN,37918,Knox,Non profit - Corporation,271,230,Medicare and Medicaid,False,False,Yes,3.0,4.0,1.0,1.0,15.333,0,3,0,$0.00,0,0,"5321 BEVERLY PARK CIRCLE
KNOXVILLE, TN 37918
(36.060265, -83.892224)",09/01/2016,36.060265,3.07141,-83.892224
445174,BROOKHAVEN MANOR,KINGSPORT,TN,37660,Sullivan,For profit - Corporation,180,103,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,2.0,54.0,3,11,0,$0.00,0,0,"2035 STONEBROOK PLACE
KINGSPORT, TN 37660
(36.554895, -82.543548)",09/01/2016,36.554895,2.60551,-82.543548
445171,"CHRISTIAN CARE CENTER OF BEDFORD COUNTY, LLC",SHELBYVILLE,TN,37160,Bedford,For profit - Partnership,96,90,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,341.0,0,2,1,$51675.00,1,2,"835 UNION STREET
SHELBYVILLE, TN 37160
(35.493611, -86.470969)",09/01/2016,35.493611,3.06793,-86.470969
445154,QUALITY CARE HEALTH CENTER,LEBANON,TN,37087,Wilson,For profit - Partnership,280,242,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,3.0,12.0,1,1,0,$0.00,0,0,"932 BADDOUR PARKWAY
LEBANON, TN 37087
(36.200033, -86.2757)",09/01/2016,36.200033,3.88621,-86.2757
445166,THE HEALTH CENTER AT RICHLAND PLACE,NASHVILLE,TN,37205,Davidson,Non profit - Other,60,55,Medicare,False,False,Yes,3.0,3.0,,,21.333,0,0,0,$0.00,0,0,"504 ELMINGTON AVENUE
NASHVILLE, TN 37205
(36.129136, -86.819075)",09/01/2016,36.129136,,-86.819075
445150,POPLAR POINT HEALTH & REHABILITATION,MEMPHIS,TN,38104,Shelby,For profit - Corporation,169,117,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,2.0,281.0,1,2,0,$0.00,0,0,"131 N TUCKER
MEMPHIS, TN 38104
(35.140893, -89.996359)",09/01/2016,35.140893,3.44417,-89.996359
445187,WEST TN TRANSITIONAL CARE,JACKSON,TN,38301,Madison,For profit - Corporation,67,46,Medicare,False,False,Yes,5.0,5.0,4.0,4.0,8.0,0,0,0,$0.00,0,0,"597 WEST FOREST AVENUE
JACKSON, TN 38301
(35.635482, -88.828094)",09/01/2016,35.635482,5.50258,-88.828094
445114,WESTMORELAND HEALTH AND REHABILITATION CENTER,KNOXVILLE,TN,37919,Knox,For profit - Corporation,222,149,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,77.333,3,7,0,$0.00,0,0,"5837 LYONS VIEW PIKE
KNOXVILLE, TN 37919
(35.926555, -83.992112)",09/01/2016,35.926555,3.05803,-83.992112
445162,"AGAPE NURSING AND REHABILIATION CENTER, LLC",JOHNSON CITY,TN,37604,Washington,For profit - Individual,84,70,Medicare and Medicaid,False,False,Yes,1.0,2.0,2.0,3.0,38.0,2,5,1,$214500.00,0,1,"505 N ROAN STREET
JOHNSON CITY, TN 37604
(36.320358, -82.354741)",09/01/2016,36.320358,2.84934,-82.354741
445128,"NHC HEALTHCARE, OAK RIDGE",OAK RIDGE,TN,37831,Anderson,For profit - Corporation,120,88,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,2.0,7.333,0,1,0,$0.00,0,0,"300 LABORATORY RD
OAK RIDGE, TN 37831
(36.021185, -84.23861)",09/01/2016,36.021185,3.69389,-84.23861
445190,"CAMBRIDGE HOUSE, THE",BRISTOL,TN,37620,Sullivan,For profit - Corporation,130,88,Medicare and Medicaid,False,False,Yes,1.0,2.0,2.0,2.0,46.667,1,11,1,$4875.00,0,1,"250 BELLEBROOK RD
BRISTOL, TN 37620
(36.556936, -82.18853)",09/01/2016,36.556936,3.38753,-82.18853
445123,ALEXIAN VILLAGE OF TENNESSEE,SIGNAL MOUNTAIN,TN,37377,Hamilton,Non profit - Corporation,114,104,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,52.0,4,2,1,$118463.00,0,1,"671 ALEXIAN WAY
SIGNAL MOUNTAIN, TN 37377
(35.124203, -85.363483)",09/01/2016,35.124203,3.86947,-85.363483
445184,PALMYRA HEALTH CARE CENTER,PALMYRA,TN,37142,Montgomery,For profit - Corporation,75,40,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,5.0,48.0,1,0,0,$0.00,0,0,"2727 PALMYRA RD
PALMYRA, TN 37142
(36.437991, -87.488136)",09/01/2016,36.437991,3.76356,-87.488136
445183,"GALLATIN HEALTH CARE CENTER, LLC",GALLATIN,TN,37066,Sumner,For profit - Partnership,207,157,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,2.0,5.333,0,0,0,$0.00,0,0,"438 NORTH WATER AVE
GALLATIN, TN 37066
(36.394762, -86.446668)",09/01/2016,36.394762,4.76953,-86.446668
445205,CONSULATE HEALTH CARE OF CHATTANOOGA,CHATTANOOGA,TN,37421,Hamilton,For profit - Corporation,127,88,Medicare and Medicaid,False,False,Yes,2.0,1.0,5.0,5.0,81.333,6,12,0,$0.00,0,0,"8249 STANDIFER GAP ROAD
CHATTANOOGA, TN 37421
(35.035728, -85.108754)",09/01/2016,35.035728,5.31702,-85.108754
445165,HIGHLANDS OF MEMPHIS HEALTH & REHAB,MEMPHIS,TN,38111,Shelby,For profit - Corporation,180,143,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,66.667,0,4,0,$0.00,0,0,"3549 NORRISWOOD
MEMPHIS, TN 38111
(35.121209, -89.943556)",09/01/2016,35.121209,3.13798,-89.943556
445138,GOLDEN LIVING CENTER - UNION CITY,UNION CITY,TN,38261,Obion,For profit - Corporation,80,54,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,94.333,0,2,1,$225160.00,0,1,"1105 SUNSWEPT DR
UNION CITY, TN 38261
(36.415288, -89.036068)",09/01/2016,36.415288,3.33951,-89.036068
445180,"NHC HEALTHCARE, LAWRENCEBURG",LAWRENCEBURG,TN,38464,Lawrence,For profit - Corporation,96,94,Medicare and Medicaid,False,False,Yes,3.0,2.0,2.0,4.0,36.0,0,0,0,$0.00,0,0,"374 BRINK ST
LAWRENCEBURG, TN 38464
(35.248276, -87.340032)",09/01/2016,35.248276,3.09966,-87.340032
445155,DIVERSICARE OF DOVER,DOVER,TN,37058,Stewart,For profit - Corporation,88,54,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,4.0,10.667,0,0,0,$0.00,0,0,"537 SPRING STREET
DOVER, TN 37058
(36.486579, -87.834656)",09/01/2016,36.486579,3.4042,-87.834656
445146,GRACE HEALTHCARE OF FRANKLIN,FRANKLIN,TN,37064,Williamson,For profit - Corporation,88,65,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,64.667,0,6,0,$0.00,0,0,"1287 WEST MAIN
FRANKLIN, TN 37064
(35.91556, -86.882484)",09/01/2016,35.91556,3.78119,-86.882484
445143,"BRIDGE AT ROCKWOOD, THE",ROCKWOOD,TN,37854,Roane,For profit - Corporation,157,100,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,41.333,4,9,0,$0.00,1,1,"5580 ROANE STATE HWY
ROCKWOOD, TN 37854
(35.875651, -84.670669)",09/01/2016,35.875651,3.49735,-84.670669
445159,BETHANY HEALTH CARE CENTER,NASHVILLE,TN,37211,Davidson,For profit - Partnership,180,130,Medicare and Medicaid,False,False,Yes,5.0,4.0,4.0,4.0,15.333,0,0,0,$0.00,0,0,"421 OCALA DRIVE
NASHVILLE, TN 37211
(36.05082, -86.716637)",09/01/2016,36.05082,4.52243,-86.716637
445210,HUNTINGDON HEALTH & REHAB CENTER,HUNTINGDON,TN,38344,Carroll,For profit - Corporation,120,64,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,47.333,0,0,1,$1500.00,0,1,"635 HIGH STREET
HUNTINGDON, TN 38344
(36.023285, -88.408373)",09/01/2016,36.023285,3.52051,-88.408373
445139,SIGNATURE HEALTHCARE AT ST PETER VILLA,MEMPHIS,TN,38104,Shelby,For profit - Corporation,180,132,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,552.0,3,1,3,$1004836.00,0,3,"141 N MCLEAN
MEMPHIS, TN 38104
(35.141327, -89.999184)",09/01/2016,35.141327,3.51605,-89.999184
445136,SIGNATURE HEALTHCARE OF PUTNAM COUNTY,COOKEVILLE,TN,38506,Putnam,For profit - Corporation,175,148,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,2.0,189.333,1,1,1,$145900.00,0,1,"278 DRY VALLEY RD
COOKEVILLE, TN 38506
(36.185368, -85.45097)",09/01/2016,36.185368,3.42222,-85.45097
445124,GOLDEN LIVINGCENTER - BRANDYWOOD,GALLATIN,TN,37066,Sumner,For profit - Corporation,124,75,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,94.0,1,14,0,$0.00,0,0,"555 E BLEDSOE
GALLATIN, TN 37066
(36.388526, -86.435552)",09/01/2016,36.388526,3.77883,-86.435552
445132,SEVIERVILLE HEALTH AND REHABILITATION CENTER,SEVIERVILLE,TN,37862,Sevier,Non profit - Corporation,149,69,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,5.0,47.333,1,10,1,$4550.00,0,1,"415 CATLETT RD
SEVIERVILLE, TN 37862
(35.872192, -83.54439)",09/01/2016,35.872192,4.30629,-83.54439
445119,"NHC HEALTHCARE, SOMERVILLE",SOMERVILLE,TN,38068,Fayette,For profit - Corporation,72,67,Medicare and Medicaid,False,False,Yes,4.0,2.0,4.0,5.0,36.0,0,0,0,$0.00,0,0,"308 LAKE DRIVE
SOMERVILLE, TN 38068
(35.246836, -89.364863)",09/01/2016,35.246836,3.86155,-89.364863
445157,CLAIBORNE AND HUGHES HLTH CNTR,FRANKLIN,TN,37064,Williamson,For profit - Corporation,157,95,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,3.0,134.0,1,7,1,$19110.00,0,1,"200 STRAHL STREET
FRANKLIN, TN 37064
(35.916264, -86.877735)",09/01/2016,35.916264,2.92704,-86.877735
445170,GOOD SAMARITAN HEALTH AND REHAB CENTER,ANTIOCH,TN,37013,Davidson,For profit - Corporation,110,97,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,5.0,72.667,0,3,0,$0.00,0,0,"500 HICKORY HOLLOW TERRACE
ANTIOCH, TN 37013
(36.052627, -86.649509)",09/01/2016,36.052627,4.33473,-86.649509
445203,WEST MEADE PLACE,NASHVILLE,TN,37205,Davidson,For profit - Partnership,120,93,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,3.0,48.0,2,8,0,$0.00,0,0,"1000 ST LUKE DRIVE
NASHVILLE, TN 37205
(36.089727, -86.889448)",09/01/2016,36.089727,4.34739,-86.889448
445118,ASHTON PLACE HEALTH & REHAB CENTER,MEMPHIS,TN,38111,Shelby,For profit - Corporation,211,170,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,1.0,122.667,8,14,0,$0.00,0,0,"3030 WALNUT GROVE RD
MEMPHIS, TN 38111
(35.135356, -89.961303)",09/01/2016,35.135356,4.55059,-89.961303
445145,GOLDEN LIVINGCENTER - MOUNTAIN VIEW,WINCHESTER,TN,37398,Franklin,For profit - Corporation,132,83,Medicare and Medicaid,False,False,Yes,2.0,1.0,3.0,3.0,171.667,0,0,1,$650.00,1,2,"1360 BYPASS ROAD
WINCHESTER, TN 37398
(35.182369, -86.083403)",09/01/2016,35.182369,3.55956,-86.083403
445197,QUINCE NURSING AND REHABILITATION CENTER,MEMPHIS,TN,38119,Shelby,For profit - Individual,188,177,Medicare and Medicaid,False,False,Yes,3.0,2.0,2.0,2.0,40.5,0,0,0,$0.00,0,0,"6733 QUINCE ROAD
MEMPHIS, TN 38119
(35.066118, -89.838821)",09/01/2016,35.066118,3.50068,-89.838821
445133,ALLEN MORGAN HEALTH AND REHABILITATION CENTER,MEMPHIS,TN,38111,Shelby,Non profit - Corporation,24,12,Medicare,False,False,Yes,4.0,3.0,5.0,5.0,22.0,0,0,0,$0.00,0,0,"177 NORTH HIGHLAND
MEMPHIS, TN 38111
(35.136754, -89.944926)",09/01/2016,35.136754,46.98643,-89.944926
445413,LAURELWOOD HEALTHCARE CENTER,JACKSON,TN,38301,Madison,For profit - Corporation,64,56,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,54.667,0,2,0,$0.00,0,0,"200 BIRCH ST
JACKSON, TN 38301
(35.616989, -88.783728)",09/01/2016,35.616989,3.51971,-88.783728
445382,PIGEON FORGE CARE & REHAB CENTER,PIGEON FORGE,TN,37863,Sevier,For profit - Corporation,120,91,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,47.333,1,2,0,$0.00,0,0,"415 COLE DRIVE
PIGEON FORGE, TN 37863
(35.783966, -83.563797)",09/01/2016,35.783966,3.47195,-83.563797
445428,"HARBOR VIEW NURSING AND REHABILITATION CENTER, INC",MEMPHIS,TN,38107,Shelby,For profit - Corporation,103,87,Medicare and Medicaid,False,False,Yes,5.0,4.0,4.0,4.0,16.667,0,2,0,$0.00,0,0,"1513 N 2ND STREET
MEMPHIS, TN 38107
(35.183121, -90.045007)",09/01/2016,35.183121,4.25543,-90.045007
445372,HARDIN CO NURSING HOME,SAVANNAH,TN,38372,Hardin,Government - County,73,66,Medicare and Medicaid,True,False,Yes,2.0,2.0,2.0,1.0,41.333,0,1,0,$0.00,0,0,"935 WAYNE ROAD
SAVANNAH, TN 38372
(35.227157, -88.23054)",09/01/2016,35.227157,3.71372,-88.23054
445436,MIDSOUTH HEALTH AND REHABILITATION CENTER,MEMPHIS,TN,38127,Shelby,For profit - Corporation,155,128,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,1.0,40.0,0,3,0,$0.00,0,0,"2380 JAMES ROAD
MEMPHIS, TN 38127
(35.198635, -89.98446)",09/01/2016,35.198635,3.56919,-89.98446
445433,GRACE HEALTHCARE OF CLARKSVILLE,CLARKSVILLE,TN,37043,Montgomery,For profit - Partnership,122,108,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,2.0,56.667,0,0,0,$0.00,0,0,"111 USSERY ROAD
CLARKSVILLE, TN 37043
(36.520096, -87.309304)",09/01/2016,36.520096,3.24528,-87.309304
445426,BRIGHT GLADE HEALTH AND REHABILITATION CENTER INC,MEMPHIS,TN,38117,Shelby,For profit - Corporation,77,59,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,5.0,34.667,0,0,0,$0.00,0,0,"5070 SANDERLIN AVENUE
MEMPHIS, TN 38117
(35.117175, -89.893023)",09/01/2016,35.117175,4.065,-89.893023
445447,MISSION CONVALESCENT HOME,JACKSON,TN,38301,Madison,For profit - Corporation,57,55,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,2.0,18.0,0,0,0,$0.00,0,0,"118 GLASS ST
JACKSON, TN 38301
(35.628764, -88.798689)",09/01/2016,35.628764,5.15057,-88.798689
445424,CENTER ON AGING AND HEALTH,ERWIN,TN,37650,Unicoi,For profit - Corporation,120,103,Medicare and Medicaid,False,False,Yes,1.0,2.0,3.0,3.0,37.333,0,0,0,$0.00,0,0,"880 SOUTH MOHAWK DRIVE
ERWIN, TN 37650
(36.131487, -82.414084)",09/01/2016,36.131487,3.29461,-82.414084
445419,OVERTON COUNTY HEALTH AND REHAB CENTER,LIVINGSTON,TN,38570,Overton,Government - County,125,84,Medicare and Medicaid,False,False,Yes,4.0,4.0,2.0,1.0,16.667,0,0,0,$0.00,0,0,"318 BILBREY STREET
LIVINGSTON, TN 38570
(36.384407, -85.331373)",09/01/2016,36.384407,4.11918,-85.331373
445321,ARDMORE HEALTH AND REHABILITATION CENTER,ARDMORE,TN,38449,Giles,For profit - Corporation,79,45,Medicare and Medicaid,False,False,Yes,1.0,2.0,,,35.333,2,0,0,$0.00,0,0,"25385 MAIN STREET
ARDMORE, TN 38449
(35.001537, -86.866971)",09/01/2016,35.001537,,-86.866971
445368,HARRIMAN CARE & REHAB CENTER,HARRIMAN,TN,37748,Roane,For profit - Corporation,180,77,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,3.0,16.667,1,1,0,$0.00,0,0,"240 HANNAH ROAD
HARRIMAN, TN 37748
(35.962875, -84.527242)",09/01/2016,35.962875,3.44086,-84.527242
445304,WYNDRIDGE HEALTH AND REHAB CTR,CROSSVILLE,TN,38555,Cumberland,Non profit - Other,157,117,Medicare and Medicaid,False,False,Yes,1.0,2.0,3.0,3.0,32.667,0,2,0,$0.00,0,0,"456 WAYNE AVENUE
CROSSVILLE, TN 38555
(35.958, -85.021502)",09/01/2016,35.958,4.13158,-85.021502
445354,LAUDERDALE COMMUNITY LIVING CENTER,RIPLEY,TN,38063,Lauderdale,For profit - Corporation,71,51,Medicare and Medicaid,False,False,Yes,2.0,3.0,2.0,3.0,27.333,0,0,0,$0.00,0,0,"215 LACKEY LANE
RIPLEY, TN 38063
(35.741474, -89.539491)",09/01/2016,35.741474,3.17868,-89.539491
445335,OAKWOOD COMMUNITY LIVING CENTER,DYERSBURG,TN,38024,Dyer,For profit - Corporation,50,39,Medicare and Medicaid,False,False,Yes,2.0,1.0,5.0,5.0,154.0,0,5,0,$0.00,1,1,"1636 WOODLAWN
DYERSBURG, TN 38024
(36.048103, -89.378557)",09/01/2016,36.048103,4.88186,-89.378557
445408,SODDY-DAISY HEALTH CARE CENTER,SODDY-DAISY,TN,37379,Hamilton,For profit - Corporation,120,104,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,3.0,24.0,0,1,1,$16965.00,0,1,"701 SEQUOYAH ROAD
SODDY-DAISY, TN 37379
(35.23237, -85.174583)",09/01/2016,35.23237,3.33059,-85.174583
445513,WHITE HOUSE HEALTH CARE INC,WHITE HOUSE,TN,37188,Robertson,For profit - Individual,84,68,Medicare and Medicaid,False,False,Yes,5.0,4.0,4.0,4.0,10.667,0,0,0,$0.00,0,0,"2871 HIGHWAY 31 W
WHITE HOUSE, TN 37188
(36.459537, -86.664951)",09/01/2016,36.459537,4.45791,-86.664951
445310,LIFE CARE CENTER OF COPPER BASIN,DUCKTOWN,TN,37326,Polk,For profit - Corporation,135,78,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,4.0,58.667,0,0,2,$31005.00,1,3,"166 COPPER BASIN INDUSTRIAL PARK
DUCKTOWN, TN 37326
(35.130003, -84.348408)",09/01/2016,35.130003,3.52206,-84.348408
445352,PLEASANT VIEW HEALTH CARE CENTER,BOLIVAR,TN,38008,Hardeman,For profit - Corporation,67,50,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,88.667,0,0,0,$0.00,0,0,"214 NORTH WATER STREET
BOLIVAR, TN 38008
(35.25745, -88.986523)",09/01/2016,35.25745,2.60352,-88.986523
445463,BELLS NURSING AND REHABILITATION CENTER,BELLS,TN,38006,Crockett,For profit - Corporation,120,109,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,3.0,16.0,0,2,0,$0.00,0,0,"213 HERNDON DRIVE
BELLS, TN 38006
(35.731921, -89.067486)",09/01/2016,35.731921,4.28987,-89.067486
