Federal Provider Number,Provider Name,Provider City,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Automatic Sprinkler Systems in All Required Areas,Location,Processing Date,Latitude,Longitude,Adjusted Total Nurse Staffing Hours per Resident per Day,performance_id
395588,PARK AVENUE REHABILITATION AND NURSING CENTER,MEADVILLE,16335,Crawford,For profit - Corporation,173,127,Medicare and Medicaid,False,Yes,"14714 PARK AVE EXTENSION
MEADVILLE, PA 16335
(41.6725, -80.143062)",09/01/2016,41.6725,-80.143062,3.38432,9888
415063,SCALABRINI VILLA,NORTH KINGSTOWN,2852,Washington,Non profit - Corporation,120,96,Medicare and Medicaid,False,Yes,"860 NORTH QUIDESSET ROAD
NORTH KINGSTOWN, RI 02852
(41.639926, -71.423361)",09/01/2016,41.639926,-71.423361,3.66508,9889
395569,HILLSDALE REHABILITATION AND NURSING CENTER,HILLSDALE,15746,Indiana,For profit - Corporation,74,70,Medicare and Medicaid,False,Yes,"383 MOUNTAIN VIEW DRIVE
HILLSDALE, PA 15746
(41.574359, -75.252618)",09/01/2016,41.574359,-75.252618,3.61365,9890
415023,SUNNY VIEW NURSING HOME,WARWICK,2886,Kent,For profit - Corporation,57,55,Medicare and Medicaid,False,Yes,"83 CORONA STREET
WARWICK, RI 02886
(41.723179, -71.459244)",09/01/2016,41.723179,-71.459244,3.70676,3349
395521,LANGHORNE GARDENS HEALTH AND REHABILITATION CENTER,LANGHORNE,19047,Bucks,Non profit - Corporation,120,118,Medicare and Medicaid,False,Yes,"350 MANOR AVENUE
LANGHORNE, PA 19047
(40.163994, -74.907772)",09/01/2016,40.163994,-74.907772,3.28044,9891
395638,MASONIC VILLAGE AT SEWICKLEY,SEWICKLEY,15143,Allegheny,Non profit - Corporation,128,127,Medicare and Medicaid,False,Yes,"1000 MASONIC DRIVE
SEWICKLEY, PA 15143
(40.527994, -80.14319)",09/01/2016,40.527994,-80.14319,4.28245,9892
415111,ST CLARE HOME,NEWPORT,2840,Newport,Non profit - Corporation,47,45,Medicare and Medicaid,False,Yes,"309 SPRING STREET
NEWPORT, RI 02840
(41.482541, -71.312714)",09/01/2016,41.482541,-71.312714,4.75686,7502
395534,FAIR WINDS MANOR,SARVER,16055,Butler,For profit - Partnership,66,64,Medicare and Medicaid,False,Yes,"126 IRON BRIDGE ROAD
SARVER, PA 16055
(40.744973, -79.692785)",09/01/2016,40.744973,-79.692785,3.64268,9893
395554,FOREST CITY NURSING AND REHAB CENTER,FOREST CITY,18421,Susquehanna,For profit - Partnership,132,95,Medicare and Medicaid,False,Yes,"915 DELAWARE STREET
FOREST CITY, PA 18421
(41.654476, -75.46726)",09/01/2016,41.654476,-75.46726,3.5937,9894
415115,"NANCY ANN NURSING HOME, INC.",FOSTER,2825,Providence,For profit - Corporation,20,18,Medicare and Medicaid,False,Yes,"47 EAST KILLINGLY ROAD
FOSTER, RI 02825
(41.826048, -71.739235)",09/01/2016,41.826048,-71.739235,4.67832,9895
415050,"SAINT ELIZABETH MANOR, EAST BAY",BRISTOL,2809,Bristol,Non profit - Corporation,133,129,Medicare and Medicaid,False,Yes,"1 DAWN HILL
BRISTOL, RI 02809
(41.689148, -71.264482)",09/01/2016,41.689148,-71.264482,4.38379,9896
395526,CHARLES M. MORRIS NURSING AND,PITTSBURGH,15217,Allegheny,Non profit - Corporation,159,148,Medicare and Medicaid,False,Yes,"200 JHF DRIVE
PITTSBURGH, PA 15217
(40.414033, -79.921488)",09/01/2016,40.414033,-79.921488,3.73241,9897
395527,MANORCARE HEALTH SERVICES-BETHLEHEM (2029),BETHLEHEM,18017,Lehigh,For profit - Corporation,217,190,Medicare and Medicaid,False,Yes,"2029 WESTGATE DRIVE
BETHLEHEM, PA 18017
(40.64088, -75.407606)",09/01/2016,40.64088,-75.407606,3.06693,2833
395568,JULIA POUND CARE CENTER,INDIANA,15701,Indiana,Non profit - Corporation,131,106,Medicare and Medicaid,False,Yes,"1155 INDIAN SPRINGS ROAD
INDIANA, PA 15701
(40.60108, -79.17781)",09/01/2016,40.60108,-79.17781,4.4374,9898
395661,GOLDEN LIVINGCENTER-MEYERSDALE,MEYERSDALE,15552,Somerset,For profit - Partnership,99,79,Medicare and Medicaid,False,Yes,"201 HOSPITAL DRIVE
MEYERSDALE, PA 15552
(39.808487, -79.025987)",09/01/2016,39.808487,-79.025987,3.00839,9899
395596,BRIDGEVILLE REHABILITATION & CARE CENTER,BRIDGEVILLE,15017,Allegheny,For profit - Corporation,194,160,Medicare and Medicaid,False,Yes,"3590 WASHINGTON PIKE
BRIDGEVILLE, PA 15017
(40.322509, -80.1403)",09/01/2016,40.322509,-80.1403,3.04616,9900
395512,MANORCARE HEALTH SERVICES-SUNBURY,SUNBURY,17801,Northumberlnd,For profit - Corporation,126,117,Medicare and Medicaid,False,Yes,"901 COURT STREET
SUNBURY, PA 17801
(40.85893, -76.785919)",09/01/2016,40.85893,-76.785919,2.89542,9901
395556,SHENANDOAH MANOR NURSING CENTE,SHENANDOAH,17976,Schuylkill,For profit - Partnership,124,109,Medicare and Medicaid,False,Yes,"101 E WASHINGTON ST
SHENANDOAH, PA 17976
(40.823684, -76.199844)",09/01/2016,40.823684,-76.199844,3.66578,9902
395572,FAIRVIEW MANOR,FAIRVIEW,16415,Erie,For profit - Corporation,121,114,Medicare and Medicaid,False,Yes,"900 MANCHESTER ROAD
FAIRVIEW, PA 16415
(42.069611, -80.228586)",09/01/2016,42.069611,-80.228586,3.05263,9903
395617,JOHN J KANE REGIONAL CENTER-SC,PITTSBURGH,15243,Allegheny,Government - County,314,292,Medicare and Medicaid,False,Yes,"300 KANE BOULEVARD
PITTSBURGH, PA 15243
(40.373898, -80.084751)",09/01/2016,40.373898,-80.084751,3.11832,9904
395518,COURTYARD GARDENS NURSING AND REHAB CTR,MIDDLETOWN,17057,Dauphin,Non profit - Corporation,102,93,Medicare and Medicaid,False,Yes,"999 WEST HARRISBURG PIKE
MIDDLETOWN, PA 17057
(40.1976, -76.747781)",09/01/2016,40.1976,-76.747781,3.6521,9905
395650,WARREN MANOR,WARREN,16365,Warren,For profit - Corporation,121,107,Medicare and Medicaid,False,Yes,"682 PLEASANT DRIVE
WARREN, PA 16365
(41.831388, -79.175685)",09/01/2016,41.831388,-79.175685,3.57089,9906
395555,PENNSBURG MANOR,PENNSBURG,18073,Montgomery,For profit - Corporation,120,115,Medicare and Medicaid,False,Yes,"530 MACOBY STREET
PENNSBURG, PA 18073
(40.397172, -75.493604)",09/01/2016,40.397172,-75.493604,3.04597,2993
395514,MAYBROOK HILLS REHABILITATION AND HEALTHCARE CENTE,ALTOONA,16602,Blair,For profit - Corporation,240,165,Medicare and Medicaid,False,Yes,"301 VALLEY VIEW BOULEVARD
ALTOONA, PA 16602
(40.514448, -78.377129)",09/01/2016,40.514448,-78.377129,3.2195,9907
395581,ST LUKES VILLA,WILKES BARRE,18701,Luzerne,Non profit - Corporation,50,46,Medicare and Medicaid,False,Yes,"80 E NORTHAMPTON STREET
WILKES BARRE, PA 18701
(41.242453, -75.883194)",09/01/2016,41.242453,-75.883194,2.10593,9908
395648,PETER BECKER COMMUNITY,HARLEYSVILLE,19438,Montgomery,Non profit - Church related,72,70,Medicare and Medicaid,False,Yes,"800 MAPLE AVENUE
HARLEYSVILLE, PA 19438
(40.29314, -75.376538)",09/01/2016,40.29314,-75.376538,3.58464,4489
395633,HAVENCREST NURSING CENTER,MONONGAHELA,15063,Washington,Non profit - Corporation,48,42,Medicare and Medicaid,False,Yes,"1277 COUNTRY CLUB ROAD
MONONGAHELA, PA 15063
(40.174059, -79.914211)",09/01/2016,40.174059,-79.914211,3.58918,9909
395620,WEST HILLS HEALTH AND REHABILITATION CENTER,CORAOPOLIS,15108,Allegheny,For profit - Partnership,150,137,Medicare and Medicaid,False,Yes,"951 BRODHEAD ROAD
CORAOPOLIS, PA 15108
(40.519832, -80.22427)",09/01/2016,40.519832,-80.22427,3.40084,9910
395589,MOUNT CARMEL NURSING AND REHAB,MT CARMEL,17851,Northumberlnd,For profit - Partnership,121,116,Medicare and Medicaid,False,Yes,"2616 LOCUST GAP HIGHWAY
MT CARMEL, PA 17851
(40.788138, -76.431545)",09/01/2016,40.788138,-76.431545,3.27333,9911
395550,DR ARTHUR CLIFTON MCKINLEY CTR,BROOKVILLE,15825,Jefferson,Non profit - Corporation,90,88,Medicare and Medicaid,False,Yes,"133 LAURELBROOKE DRIVE
BROOKVILLE, PA 15825
(41.153752, -79.095562)",09/01/2016,41.153752,-79.095562,3.81031,9912
395510,GROVE MANOR,GROVE CITY,16127,Mercer,Non profit - Church related,59,51,Medicare and Medicaid,False,Yes,"435 NORTH BROAD STREET
GROVE CITY, PA 16127
(41.165757, -80.08177)",09/01/2016,41.165757,-80.08177,5.04282,1573
395654,BONHAM NURSING CENTER,STILLWATER,17878,Columbia,For profit - Individual,77,68,Medicare and Medicaid,False,Yes,"477 BONNIEVILLE ROAD
STILLWATER, PA 17878
(41.204969, -76.274189)",09/01/2016,41.204969,-76.274189,3.38857,9913
395552,BETHLEN HM OF THE HUNGARIAN RF,LIGONIER,15658,Westmoreland,Non profit - Corporation,96,84,Medicare and Medicaid,False,Yes,"66 CAREY SCHOOL ROAD
LIGONIER, PA 15658
(40.256214, -79.238977)",09/01/2016,40.256214,-79.238977,3.59683,9914
395594,GOLDEN LIVINGCENTER-OIL CITY,OIL CITY,16301,Venango,For profit - Partnership,95,82,Medicare and Medicaid,False,Yes,"1293 GRANDVIEW ROAD
OIL CITY, PA 16301
(41.462845, -79.667568)",09/01/2016,41.462845,-79.667568,3.17646,9915
395507,ELM TERRACE GARDENS,LANSDALE,19446,Montgomery,Non profit - Corporation,72,68,Medicare and Medicaid,False,Yes,"660 NORTH BROAD STREET
LANSDALE, PA 19446
(40.246364, -75.278982)",09/01/2016,40.246364,-75.278982,3.48109,70
395621,ST MARY CENTER FOR REHABILITATION & HEALTHCARE,LANSDALE,19446,Montgomery,For profit - Individual,120,118,Medicare and Medicaid,False,Yes,"701 LANSDALE AVENUE
LANSDALE, PA 19446
(40.241356, -75.268527)",09/01/2016,40.241356,-75.268527,2.98039,9916
415042,WATERVIEW VILLA REHABILITATION & HEALTH CARE CENTE,EAST PROVIDENCE,2914,Providence,For profit - Corporation,132,128,Medicare and Medicaid,False,Yes,"1275 SOUTH BROADWAY
EAST PROVIDENCE, RI 02914
(41.806682, -71.372748)",09/01/2016,41.806682,-71.372748,3.58803,9917
415007,ELDERWOOD AT RIVERSIDE,RIVERSIDE,2915,Providence,For profit - Corporation,57,51,Medicare and Medicaid,False,Yes,"100 WAMPANOAG TRAIL
RIVERSIDE, RI 02915
(41.79717, -71.358813)",09/01/2016,41.79717,-71.358813,4.41216,2456
415029,GOLDEN CREST NURSING CENTRE,NORTH PROVIDENCE,2904,Providence,For profit - Corporation,152,121,Medicare and Medicaid,False,Yes,"100 SMITHFIELD ROAD
NORTH PROVIDENCE, RI 02904
(41.856048, -71.449036)",09/01/2016,41.856048,-71.449036,4.34202,9918
395637,HOLY FAMILY HOME,PHILADELPHIA,19143,Philadelphia,For profit - Corporation,45,43,Medicare and Medicaid,False,Yes,"5300 CHESTER AVENUE
PHILADELPHIA, PA 19143
(39.940289, -75.222062)",09/01/2016,39.940289,-75.222062,5.62851,206
415014,GRACE BARKER NURSING CENTER INC.,WARREN,2885,Bristol,For profit - Corporation,86,80,Medicare and Medicaid,False,Yes,"54 BARKER AVENUE
WARREN, RI 02885
(41.727744, -71.264284)",09/01/2016,41.727744,-71.264284,3.09494,8416
395563,MORRISONS COVE HOME,MARTINSBURG,16662,Blair,Non profit - Corporation,124,112,Medicare and Medicaid,False,Yes,"429 SOUTH MARKET STREET
MARTINSBURG, PA 16662
(40.305212, -78.328433)",09/01/2016,40.305212,-78.328433,3.50499,5269
415054,SOUTH KINGSTOWN  NURSING & REHABILITATION CENTER,WEST KINGSTON,2892,Washington,For profit - Corporation,112,103,Medicare and Medicaid,False,Yes,"2115 SOUTH COUNTY TRAIL
WEST KINGSTON, RI 02892
(41.502402, -71.561809)",09/01/2016,41.502402,-71.561809,3.06753,9919
395524,THE GROVE AT NEW CASTLE,NEW CASTLE,16101,Lawrence,For profit - Partnership,62,48,Medicare and Medicaid,False,Yes,"715 HARBOR STREET
NEW CASTLE, PA 16101
(41.009283, -80.362401)",09/01/2016,41.009283,-80.362401,4.0137,9920
395577,WASHINGTON COUNTY HEALTH CENTE,WASHINGTON,15301,Washington,Government - County,288,250,Medicare and Medicaid,False,Yes,"36 OLD HICKORY RIDGE RD
WASHINGTON, PA 15301
(40.219877, -80.25479)",09/01/2016,40.219877,-80.25479,4.70993,9921
395497,"COMMUNITY AT ROCKHILL, THE",SELLERSVILLE,18960,Bucks,Government - State,90,73,Medicare and Medicaid,False,Yes,"3250 STATE ROAD
SELLERSVILLE, PA 18960
(40.344837, -75.305489)",09/01/2016,40.344837,-75.305489,4.04494,9922
395566,HIGHLAND MANOR REHABILITATION AND NURSING CENTER,EXETER,18643,Luzerne,For profit - Corporation,120,108,Medicare and Medicaid,False,Yes,"750 SCHOOLEY AVENUE
EXETER, PA 18643
(41.331965, -75.830991)",09/01/2016,41.331965,-75.830991,3.19825,9923
415045,OVERLOOK NURSING & REHABILITATION CENTER,PASCOAG,2859,Providence,For profit - Corporation,100,99,Medicare and Medicaid,False,Yes,"14 ROCK AVENUE
PASCOAG, RI 02859
(41.954981, -71.706317)",09/01/2016,41.954981,-71.706317,4.23169,9924
395472,MANORCARE HEALTH SERVICES-LEBANON,LEBANON,17042,Lebanon,For profit - Corporation,159,141,Medicare and Medicaid,False,Yes,"900 TUCK STREET
LEBANON, PA 17042
(40.318581, -76.420387)",09/01/2016,40.318581,-76.420387,2.75544,9925
395616,"SUSQUE VIEW HOME, INC",LOCK HAVEN,17745,Clinton,Government - County,146,136,Medicare and Medicaid,False,Yes,"22 CREE DRIVE
LOCK HAVEN, PA 17745
(41.133146, -77.468774)",09/01/2016,41.133146,-77.468774,4.00449,7907
395509,DRESHER HILL HEALTH AND REHAB,FORT WASHINGTON,19034,Montgomery,Non profit - Corporation,118,105,Medicare and Medicaid,False,Yes,"1390 CAMP HILL ROAD
FORT WASHINGTON, PA 19034
(40.146167, -75.17629)",09/01/2016,40.146167,-75.17629,3.6014,9926
395656,FREDERICK LIVING - CEDARWOOD,FREDERICK,19435,Montgomery,Non profit - Corporation,61,57,Medicare and Medicaid,False,Yes,"2849 BIG ROAD
FREDERICK, PA 19435
(40.30108, -75.52704)",09/01/2016,40.30108,-75.52704,4.08061,2504
395604,GREENSBURG CARE CENTER,GREENSBURG,15601,Westmoreland,For profit - Corporation,120,111,Medicare and Medicaid,False,Yes,"119 INDUSTRIAL PARK ROAD
GREENSBURG, PA 15601
(40.310225, -79.491032)",09/01/2016,40.310225,-79.491032,3.04788,9927
395651,BIRCHWOOD NURSING AND REHABILITATION CENTER,NANTICOKE,18634,Luzerne,For profit - Corporation,121,109,Medicare and Medicaid,False,Yes,"395 EAST MIDDLE ROAD
NANTICOKE, PA 18634
(41.191598, -75.986328)",09/01/2016,41.191598,-75.986328,2.66079,9928
395640,JOHN J KANE REGIONAL CENTER-MC,MCKEESPORT,15132,Allegheny,Government - County,360,281,Medicare and Medicaid,False,Yes,"100 NINTH STREET
MCKEESPORT, PA 15132
(40.346721, -79.866875)",09/01/2016,40.346721,-79.866875,3.72358,9929
395652,RIDGEVIEW HEALTHCARE AND REHABILITATION CENTER,CURWENSVILLE,16833,Clearfield,For profit - Corporation,131,121,Medicare and Medicaid,False,Yes,"30 FOURTH AVENUE
CURWENSVILLE, PA 16833
(40.984707, -78.532304)",09/01/2016,40.984707,-78.532304,3.05953,4081
415038,BANNISTER CTR FOR REHABILITATION AND HEALTH CARE,PROVIDENCE,2907,Providence,For profit - Partnership,95,88,Medicare and Medicaid,False,Yes,"135 DODGE STREET
PROVIDENCE, RI 02907
(41.813925, -71.425032)",09/01/2016,41.813925,-71.425032,,9930
395623,"GRANDVIEW HEALTH HOMES, INC",DANVILLE,17821,Montour,For profit - Corporation,172,145,Medicare and Medicaid,False,Yes,"49 WOODBINE LANE
DANVILLE, PA 17821
(40.964921, -76.578228)",09/01/2016,40.964921,-76.578228,3.5241,9931
395545,FAIRVIEW CARE CENTER OF PAPERMILL ROAD,GLENSIDE,19038,Montgomery,For profit - Partnership,129,122,Medicare and Medicaid,False,Yes,"850 PAPERMILL ROAD
GLENSIDE, PA 19038
(40.091586, -75.20641)",09/01/2016,40.091586,-75.20641,3.34193,9932
395618,MULBERRY HEALTHCARE AND REHABILITATION CENT,PUNXSUTAWNEY,15767,Jefferson,For profit - Corporation,75,65,Medicare and Medicaid,False,Yes,"411 1 2 W MAHONING STREET
PUNXSUTAWNEY, PA 15767
(40.942769, -78.976662)",09/01/2016,40.942769,-78.976662,3.53725,9933
415044,"FRIENDLY HOME INC, THE",WOONSOCKET,2895,Providence,For profit - Corporation,126,121,Medicare and Medicaid,False,Yes,"303 RHODES AVENUE
WOONSOCKET, RI 02895
(42.005571, -71.533801)",09/01/2016,42.005571,-71.533801,4.33223,9934
395541,MANORCARE HEALTH SERVICES-SINKING SPRING,SINKING SPRING,19608,Berks,For profit - Corporation,214,205,Medicare and Medicaid,False,Yes,"3000 WINDMILL ROAD
SINKING SPRING, PA 19608
(40.319125, -76.010495)",09/01/2016,40.319125,-76.010495,2.84202,8830
395593,TRINITY LIVING CENTER,GROVE CITY,16127,Mercer,For profit - Partnership,109,91,Medicare and Medicaid,False,Yes,"400 HILLCREST AVENUE
GROVE CITY, PA 16127
(41.166926, -80.086293)",09/01/2016,41.166926,-80.086293,3.51929,9935
395464,WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER,WEATHERLY,18255,Carbon,For profit - Corporation,200,191,Medicare and Medicaid,False,Yes,"1000 EVERGREEN AVENUE
WEATHERLY, PA 18255
(40.937261, -75.815143)",09/01/2016,40.937261,-75.815143,3.09455,9936
395643,JOHN J KANE REGIONAL CENTER-GL,PITTSBURGH,15207,Allegheny,Government - County,210,194,Medicare and Medicaid,False,Yes,"955 RIVERMONT DRIVE
PITTSBURGH, PA 15207
(40.407691, -79.929554)",09/01/2016,40.407691,-79.929554,3.66015,9937
395606,JOHN J KANE REGIONAL CENTER-RO,PITTSBURGH,15237,Allegheny,Government - County,240,227,Medicare and Medicaid,False,Yes,"110 MCINTYRE ROAD
PITTSBURGH, PA 15237
(40.551032, -80.016305)",09/01/2016,40.551032,-80.016305,3.4279,9938
395585,TRANSITIONS HEALTHCARE NORTH HUNTINGDON,NORTH HUNTINGDON,15642,Westmoreland,For profit - Partnership,120,102,Medicare and Medicaid,False,Yes,"8850 BARNES LAKE ROAD
NORTH HUNTINGDON, PA 15642
(40.316168, -79.691776)",09/01/2016,40.316168,-79.691776,3.54984,9939
405029,SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,HORMIGUEROS,660,Hormigueros,For profit - Corporation,19,9,Medicare,False,Yes,"10 URB
HORMIGUEROS, PR 00660
(18.136288, -67.120776)",09/01/2016,18.136288,-67.120776,7.13291,9940
395499,TREMONT HEALTH AND REHABILITATION CENTER,TREMONT,17981,Schuylkill,Non profit - Corporation,180,167,Medicare and Medicaid,False,Yes,"44 DONALDSON ROAD
TREMONT, PA 17981
(40.651018, -76.345224)",09/01/2016,40.651018,-76.345224,3.00684,9941
395570,MILTON NURSING AND REHABILITATION CENTER,MILTON,17847,Northumberlnd,For profit - Corporation,138,125,Medicare and Medicaid,False,Yes,"743 MAHONING STREET
MILTON, PA 17847
(41.010746, -76.841274)",09/01/2016,41.010746,-76.841274,5.23962,9942
415027,OAK HILL HEALTH & REHABILITATION CENTER,PAWTUCKET,2860,Providence,Non profit - Corporation,129,77,Medicare and Medicaid,False,Yes,"544 PLEASANT STREET
PAWTUCKET, RI 02860
(41.863933, -71.383305)",09/01/2016,41.863933,-71.383305,6.1292,9943
415060,AVALON NURSING HOME,WARWICK,2889,Kent,For profit - Corporation,31,30,Medicare and Medicaid,False,Yes,"57 STOKES STREET
WARWICK, RI 02889
(41.719057, -71.375615)",09/01/2016,41.719057,-71.375615,3.86022,9944
395605,ST BARNABAS NURSING HOME,GIBSONIA,15044,Allegheny,Non profit - Corporation,172,101,Medicare and Medicaid,False,Yes,"5827 MERIDIAN ROAD
GIBSONIA, PA 15044
(40.653627, -79.960102)",09/01/2016,40.653627,-79.960102,2.97657,9945
395626,JEFFERSON MANOR HEALTH CENTER,BROOKVILLE,15825,Jefferson,Non profit - Corporation,160,129,Medicare and Medicaid,False,Yes,"417 ROUTE
BROOKVILLE, PA 15825
(41.160909, -79.084734)",09/01/2016,41.160909,-79.084734,3.5972,9946
395653,WOODHAVEN CARE CENTER,MONROEVILLE,15146,Allegheny,For profit - Corporation,120,112,Medicare and Medicaid,False,Yes,"2400 MCGINLEY ROAD
MONROEVILLE, PA 15146
(40.422751, -79.743666)",09/01/2016,40.422751,-79.743666,2.89101,8632
395612,SPIRITRUST LUTHERAN THE VILLAGE AT SPRENKLE DRIVE,YORK,17404,York,Non profit - Corporation,104,103,Medicare and Medicaid,False,Yes,"1801 FOLKEMER CIRCLE
YORK, PA 17404
(39.992155, -76.750661)",09/01/2016,39.992155,-76.750661,3.14431,9947
415032,CEDAR CREST NURSING CENTRE INC,CRANSTON,2920,Providence,For profit - Corporation,156,151,Medicare and Medicaid,False,Yes,"125 SCITUATE AVENUE
CRANSTON, RI 02920
(41.778807, -71.480032)",09/01/2016,41.778807,-71.480032,3.84127,8257
395587,MEADOWS NURSING AND REHABILITATION CENTER,DALLAS,18612,Luzerne,Non profit - Corporation,130,109,Medicare and Medicaid,False,Yes,"4 EAST CENTER STREET
DALLAS, PA 18612
(40.783678, -76.333792)",09/01/2016,40.783678,-76.333792,4.21322,420
395561,REFORMED PRESBYTERIAN HOME,PITTSBURGH,15214,Allegheny,Non profit - Corporation,58,46,Medicare and Medicaid,False,Yes,"2344 PERRYSVILLE AVENUE
PITTSBURGH, PA 15214
(40.467402, -80.009926)",09/01/2016,40.467402,-80.009926,3.40705,9948
395571,SUSQUEHANNA HEALTH SKILLED NURSING & REHABILITATIO,MUNCY,17756,Lycoming,Non profit - Corporation,138,122,Medicare and Medicaid,True,Yes,"215 EAST WATER STREET
MUNCY, PA 17756
(41.209138, -76.775249)",09/01/2016,41.209138,-76.775249,4.27621,2055
415024,HALLWORTH HOUSE,PROVIDENCE,2904,Providence,Non profit - Other,57,52,Medicare and Medicaid,False,Yes,"66 BENEFIT STREET
PROVIDENCE, RI 02904
(41.831917, -71.409381)",09/01/2016,41.831917,-71.409381,3.78212,1573
415113,TOCKWOTTON ON THE WATERFRONT,EAST PROVIDENCE,2914,Providence,Non profit - Corporation,52,50,Medicare and Medicaid,False,Yes,"500 WATERFRONT DRIVE
EAST PROVIDENCE, RI 02914
(41.815275, -71.389054)",09/01/2016,41.815275,-71.389054,4.79903,3056
395539,SAINT ANNE HOME,GREENSBURG,15601,Westmoreland,Non profit - Corporation,125,102,Medicare and Medicaid,False,Yes,"685 ANGELA DRIVE
GREENSBURG, PA 15601
(40.306446, -79.528463)",09/01/2016,40.306446,-79.528463,3.83536,9949
395595,"THE BELVEDERE CENTER, GENESIS HEALTHCARE",CHESTER,19013,Delaware,For profit - Partnership,150,131,Medicare and Medicaid,False,Yes,"2507 CHESTNUT STREET
CHESTER, PA 19013
(39.870307, -75.363917)",09/01/2016,39.870307,-75.363917,3.4064,9950
395624,ROLLING MEADOWS,WAYNESBURG,15370,Greene,Non profit - Corporation,121,109,Medicare and Medicaid,False,Yes,"107 CURRY ROAD
WAYNESBURG, PA 15370
(39.890046, -80.125203)",09/01/2016,39.890046,-80.125203,3.00202,9951
395559,"MENNONITE HOME, THE",LANCASTER,17601,Lancaster,Non profit - Corporation,188,178,Medicare and Medicaid,False,Yes,"1520 HARRISBURG PIKE
LANCASTER, PA 17601
(40.065271, -76.34531)",09/01/2016,40.065271,-76.34531,4.06428,1
395549,SHERWOOD OAKS,CRANBERRY TOWNSHIP,16066,Butler,Non profit - Corporation,43,36,Medicare and Medicaid,False,Partial,"100 NORMAN DRIVE
CRANBERRY TOWNSHIP, PA 16066
(40.705183, -80.115887)",09/01/2016,40.705183,-80.115887,5.04598,7237
395583,SOUTH MOUNTAIN RESTORATION CEN,SOUTH MOUNTAIN,17261,Franklin,Government - State,159,155,Medicare and Medicaid,False,Yes,"1 SOUTH MOUNTAIN
PA 17261
(40.559893, -75.981401)",09/01/2016,40.559893,-75.981401,4.92649,9952
395575,THE GARDENS AT STEVENS,STEVENS,17578,Lancaster,For profit - Partnership,82,75,Medicare and Medicaid,False,Yes,"400 LANCASTER AVENUE
STEVENS, PA 17578
(40.22289, -76.148117)",09/01/2016,40.22289,-76.148117,3.44049,9953
395466,MILFORD HEALTHCARE AND REHABILITATION CENTER,MILFORD,18337,Pike,For profit - Corporation,80,77,Medicare and Medicaid,False,Yes,"264 ROUTE
MILFORD, PA 18337
(41.34106, -74.841742)",09/01/2016,41.34106,-74.841742,3.24121,9954
395582,MOUNTAIN CITY NURSING AND REHABILITATION CENTER,HAZLETON,18202,Luzerne,Non profit - Corporation,297,289,Medicare and Medicaid,False,Yes,"403 HAZLE TOWNSHIP BOULEVARD
HAZLETON, PA 18202
(40.978311, -75.983058)",09/01/2016,40.978311,-75.983058,2.87249,9955
